incident_name,incident_is_final,incident_date_last_update,incident_date_created,incident_administrative_unit,incident_administrative_unit_url,incident_county,incident_location,incident_acres_burned,incident_containment,incident_control,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_type,incident_id,incident_url,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,is_active,calfire_incident,notification_desired
Peak Fire,Y,2021-08-17T11:55:25Z,2021-07-20T11:40:00Z,Bureau Land Management,,Kern,"Walker Basin Road and Piute Mountain Road, South of Lake Isabella",2098,100,,Bureau of Land Management Nothern California District ,-118.46461,35.41153,Wildfire,fc8bd27a-c3c8-405d-b13a-d9a1396206e3,https://www.fire.ca.gov/incidents/2021/7/20/peak-fire/,2021-08-13T11:55:13Z,2021-08-13,2021-07-20,N,FALSE,FALSE
Evans Fire,Y,2021-08-17T11:56:06Z,2021-07-29T19:14:42Z,Plumas National Forest,,Plumas,"Evans Peak and Cooks Creek, northeast of Greenville in Plumas County.",85,100,,Plumas National Forest,-120.8468224,40.183504,Wildfire,ef12ac40-d6fb-4871-97ec-c06d0ce51efd,https://www.fire.ca.gov/incidents/2021/7/29/evans-fire/,2021-08-08T11:55:53Z,2021-08-08,2021-07-29,N,FALSE,FALSE
Robie Fire,Y,2021-08-17T21:04:40Z,2021-07-30T00:00:00Z,CAL FIRE Tuolumne-Calaveras,,Calaveras,"Milton Road and Main Street, South of Valley Springs in Calaveras County.",153,100,,CAL FIRE Tuolumne-Calaveras ,-120.867498,38.054116,Wildfire,47070a62-2ef3-44a9-8b98-a20e0e574f97,https://www.fire.ca.gov/incidents/2021/7/30/robie-fire/,2021-08-01T17:39:59Z,2021-08-01,2021-07-30,N,FALSE,FALSE
Bear Fire,Y,2021-08-18T14:05:04Z,2021-07-11T13:29:14Z,Kern County Fire,,Kern,Interstate 5 and Bear Trap Road in Kern County.,71,100,,Kern County Fire,-118.81448,34.85178,Wildfire,4fde57bd-089f-4c24-b224-b60306e1648d,https://www.fire.ca.gov/incidents/2021/7/11/bear-fire/,2021-07-12T14:04:51Z,2021-07-12,2021-07-11,N,FALSE,FALSE
Hambone Fire,Y,2021-08-18T14:50:08Z,2021-08-06T11:11:37Z,Shasta-Trinity National Forest,,Siskiyou,Lave Spur and Hambone Island,55,100,,,-121.53946,41.68499,Wildfire,2ea37798-e198-4f1c-92c6-81c42beff3de,https://www.fire.ca.gov/incidents/2021/8/6/hambone-fire/,,,2021-08-06,N,FALSE,FALSE
Bell Fire,Y,2021-08-19T19:48:26Z,2021-08-14T00:00:00Z,CAL FIRE Mendocino Unit,,Mendocino,"Bell Springs Road and Foster Creek Road, east of Leggett",50,100,,,-123.637032,39.834099,Wildfire,3657f103-fe9f-4bfc-a09e-9aa291301266,https://www.fire.ca.gov/incidents/2021/8/14/bell-fire/,2021-08-19T19:48:14Z,2021-08-19,2021-08-14,N,TRUE,FALSE
Glen Fire,Y,2021-08-21T07:56:16Z,2021-08-11T00:00:00Z,CAL FIRE Nevada-Yuba-Placer Unit,,Yuba,"Willow Glen Rd and Meadow Ln , northwest of Dobbins",184,100,,,-121.30845,39.403918,Wildfire,a26becf4-249f-451e-b8a3-e55032e6df61,https://www.fire.ca.gov/incidents/2021/8/11/glen-fire/,2021-08-21T20:07:35Z,2021-08-21,2021-08-11,N,TRUE,FALSE
Mule Fire,Y,2021-08-25T20:05:04Z,2021-08-25T00:00:00Z,CAL FIRE Shasta-Trinity Unit,,Shasta,"Placer Rd & Muletown Rd, southwest of Redding",10,100,,,-122.514391,40.616416,Wildfire,f19d2b70-1d83-4abc-a173-7b00584e1c49,https://www.fire.ca.gov/incidents/2021/8/25/mule-fire/,2021-08-25T20:04:50Z,2021-08-25,2021-08-25,N,TRUE,FALSE
Rock Fire,Y,2021-08-27T19:35:23Z,2021-08-24T13:38:00Z,CAL FIRE/Riverside County Fire Department,,Riverside,"Gulley View Rd and Rock Canyon Rd, Anza",295,100,,CAL FIRE/Riverside County Fire Department,-116.659688,33.474823,Wildfire,46498648-eff1-492f-b88f-1826ecd224a6,https://www.fire.ca.gov/incidents/2021/8/24/rock-fire/,2021-08-27T19:35:10Z,2021-08-27,2021-08-24,N,TRUE,FALSE
Westward Fire,Y,2021-08-28T09:51:08Z,2021-08-25T14:17:00Z,CAL FIRE Riverside Unit,,Riverside,"South San Gorgonio Ave and 4th street, Banning",160,100,,Riverside County Westward Fire Fact Sheet,-116.877776,33.918089,Wildfire,8cfa988a-cf5d-418c-8d4d-e0be072e397c,https://www.fire.ca.gov/incidents/2021/8/25/westward-fire/,2021-08-28T09:24:00Z,2021-08-28,2021-08-25,N,TRUE,FALSE
Bennett Fire,Y,2021-08-28T20:00:54Z,2021-08-25T15:33:00Z,"Unified Command: CAL FIRE Nevada-Yuba-Placer Unit, Nevada County Consolidated Fire District and Grass Valley Fire Department",,Nevada,"East Bennett Rd and Lava Rock Ave, Grass Valley",59,100,,,-121.040771,39.216752,Wildfire,69c42b3f-a4ec-47d2-a856-e4f8bc71c6cc,https://www.fire.ca.gov/incidents/2021/8/25/bennett-fire/,,,2021-08-25,N,TRUE,FALSE
Roadside Fire,Y,2021-09-02T20:02:23Z,2021-08-28T11:25:00Z,San Bernardino National Forest & San Bernardino County Fire,,San Bernardino,Cajon Pass near Keenbrook Road and Cajon Blvd.,50,100,,"San Bernardino National Forest, San Bernardino County Fire",-117.4546,34.25145,Wildfire,9f0d7a3b-ae47-42a5-b360-ea2f4141cad4,https://www.fire.ca.gov/incidents/2021/8/28/roadside-fire/,2021-09-02T20:01:42Z,2021-09-02,2021-08-28,N,FALSE,FALSE
Lava Fire,Y,2021-09-03T07:04:31Z,2021-06-24T20:35:24Z,Shasta-Trinity National Forest,,Siskiyou,Hotlum Rd and Lumm Rd,26409,100,,Shasta-Trinity National Forest ,-122.329,41.459,Wildfire,9d7c19c4-f146-4b3e-a4c3-5ea9c3247208,https://www.fire.ca.gov/incidents/2021/6/24/lava-fire/,2021-09-03T06:51:30Z,2021-09-03,2021-06-24,N,FALSE,FALSE
Washington Fire,Y,2021-09-03T08:03:02Z,2021-08-26T13:20:00Z,Unified Command: CAL FIRE Tuolumne-Calaveras Unit & City of Sonora,,Tuolumne,"Golf Links Road and Highway 108, West of Sonora",100,100,,"California Highway Patrol, Calaveras County Sheriff’s, Calaveras County OES, California Department of Corrections and Rehabilitation, California Conservation Corps, City of Sonora, Stanislaus County, Copperopolis Fire",-120.402221,37.962933,Wildfire,726eeb97-b91c-4555-a180-be16e599466f,https://www.fire.ca.gov/incidents/2021/8/26/washington-fire/,2021-09-01T19:34:51Z,2021-09-01,2021-08-26,N,TRUE,FALSE
Lassen Fire,Y,2021-09-03T18:50:47Z,2021-09-01T14:27:00Z,Lead Agency: Marin County Fire,,Marin,Mt. Lassen Drive and Idylberry Road near Lucas Valley in Marin County.,44,100,,Marin County Fire,-122.6131992,38.0591827,Wildfire,254e4d5c-a750-41e0-bea3-9eb4597b0a13,https://www.fire.ca.gov/incidents/2021/9/1/lassen-fire/,,,2021-09-01,N,TRUE,FALSE
Airola Fire,Y,2021-09-04T07:12:08Z,2021-08-25T14:55:00Z,CAL FIRE Tuolumne-Calaveras Unit,,Calaveras,"Parrotts Ferry Rd and Airola Rd, west of Columbia",639,100,,"Cooperating Agencies: California Highway Patrol, Calaveras County Sheriff’s, Calaveras County OES, California Department of Corrections and Rehabilitation, California Conservation Corps",-120.454797,38.038795,Wildfire,7b6a10b8-58fb-4906-ad11-dc88fe5b7872,https://www.fire.ca.gov/incidents/2021/8/25/airola-fire/,2021-09-04T07:11:43Z,2021-09-04,2021-08-25,N,TRUE,FALSE
Lawrence Fire,Y,2021-09-07T08:39:10Z,2021-09-05T10:40:20Z,CAL FIRE Amador-El Dorado Unit,,Amador,"Lawrence Road between Tyler Road and Cedar Creek Road, North of Fiddletown ",46,100,,"Cooperating Agencies: California Conservation Corps, Amador Fire Protection District, City of Ione Fire Department, Pioneer Fire Protection District, Diamond Springs-El Dorado Fire Protection District., Cameron Park Fire Department, El Dorado Hills Fire Department, El Dorado County Sheriff’s Office, Amador County Sheriff’s Office, Pacific Gas & Electric and California Highway Patrol ",-120.731748,38.529123,Wildfire,5ddee2f6-f32b-4664-a416-5cf4996290a5,https://www.fire.ca.gov/incidents/2021/9/5/lawrence-fire/,2021-09-07T08:39:06Z,2021-09-07,2021-09-05,N,TRUE,FALSE
K-Rail,Y,2021-09-08T16:25:10Z,2021-08-30T13:30:00Z,Six Rivers National Forest & Hoopa BIA,,Humboldt,"Tish Tang Ridge, southeast of Hoopa",16,100,,,-123.52733,41.03877,Wildfire,af05ba27-9105-4776-83a8-8ea786117476,https://www.fire.ca.gov/incidents/2021/8/30/k-rail/,2021-09-08T16:25:07Z,2021-09-08,2021-08-30,N,FALSE,FALSE
Caballo Fire,Y,2021-09-08T16:25:36Z,2021-09-06T14:54:06Z,Lead Agency: Santa Barbara County Fire,,Santa Barbara,"Caballo Ln and Avenida Caballo, northeast of Los Olivos ",70,100,,,-120.09009,34.6776,Wildfire,6a36efca-0cb1-465f-be4d-06b3e3b528c1,https://www.fire.ca.gov/incidents/2021/9/6/caballo-fire/,2021-09-08T16:25:24Z,2021-09-08,2021-09-06,N,FALSE,FALSE
Pinnacles Fire,Y,2021-09-12T10:36:17Z,2021-07-28T00:00:00Z,CAL FIRE San Benito-Monterey Unit ,,Monterey,"Hwy 146 Pinnacles West , East of Soledad",171,100,,,-121.224797,36.476664,Wildfire,200d07c4-0457-4421-875b-4140d482a03e,https://www.fire.ca.gov/incidents/2021/7/28/pinnacles-fire/,2021-07-31T19:21:56Z,2021-07-31,2021-07-28,N,TRUE,FALSE
Knob Fire,Y,2021-09-14T07:04:35Z,2021-08-29T08:00:00Z,Six Rivers National Forest,,Humboldt,"Friday Spur Rd & China Creek, south of Willow Creek",2421,100,,Six Rivers National Forest ,-123.6744,40.8652,Wildfire,d7b908db-7184-4f9e-923f-f811688cf4eb,https://www.fire.ca.gov/incidents/2021/8/29/knob-fire/,2021-09-13T07:00:00Z,2021-09-13,2021-08-29,N,FALSE,FALSE
Chaparral Fire,Y,2021-09-14T07:16:02Z,2021-08-28T12:40:00Z,Cleveland National Forest,,"Riverside, San Diego",Cleveland Forest Road and Tenaja Road southwest of Murrieta in San Diego County.,1427,100,,,-117.39309,33.484721,Wildfire,64a7c61a-5634-410a-a1c4-aeb97b2283e0,https://www.fire.ca.gov/incidents/2021/8/28/chaparral-fire/,2021-09-01T07:02:27Z,2021-09-01,2021-08-28,N,FALSE,FALSE
Pomo Fire,Y,2021-09-14T07:19:04Z,2021-06-17T16:45:06Z,North Shore Fire Protection District,,Lake,"Pomo Road Cross and Hwy 20, Upper Lake",42,100,,,-122.916,39.16338,Wildfire,83e251e4-196f-4db5-b5ba-bed8e300380c,https://www.fire.ca.gov/incidents/2021/6/17/pomo-fire/,2021-06-17T10:40:44Z,2021-06-17,2021-06-17,N,FALSE,FALSE
Bridge Fire,Y,2021-09-14T18:21:02Z,2021-09-05T12:53:14Z,"Unified Command: CALFIRE Nevada-Placer Unit, Placer County Sheriff, California State Parks",,Placer,Under the Foresthill bridge in Auburn,411,100,,,-121.036613,38.921239,Wildfire,ff71cd3b-2261-4248-92fa-f24733cfdcfe,https://www.fire.ca.gov/incidents/2021/9/5/bridge-fire/,2021-09-14T18:20:39Z,2021-09-14,2021-09-05,N,TRUE,FALSE
Cache Fire,Y,2021-09-16T08:29:26Z,2021-08-18T12:34:00Z,Lake County Fire Protection District,,Lake,"Dam Rd and Wilkinson Ave, Clearlake",83,100,,"Lake County Fire Protection District, Lake County Sheriff’s Office ",-122.601395,38.928133,Wildfire,8e3e3fe1-669f-4cf8-80ee-c8df14929a22,https://www.fire.ca.gov/incidents/2021/8/18/cache-fire/,2021-08-23T07:00:00Z,2021-08-23,2021-08-18,N,FALSE,FALSE
Childrens Fire,Y,2021-09-19T18:53:27Z,2021-09-19T11:40:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,Childrens Blvd and Rio Mesa Blvd ,42,100,,,-119.792528,36.89365,Wildfire,f4be7c50-4b42-4534-90c7-82c52e4fa3cb,https://www.fire.ca.gov/incidents/2021/9/19/childrens-fire/,2021-09-19T18:53:21Z,2021-09-19,2021-09-19,N,TRUE,FALSE
Walkers Fire,Y,2021-09-20T08:41:18Z,2021-08-16T16:05:54Z,Sequoia National Forest,,Tulare,"North of Alpine Creek, northeast of Springville",8777,100,,Sequoia National Forest ,-118.555,36.268,Wildfire,2eae3252-74cd-4e96-b25a-20ed828395e2,https://www.fire.ca.gov/incidents/2021/8/16/walkers-fire/,2021-09-17T17:45:50Z,2021-09-17,2021-08-16,N,FALSE,FALSE
Route Fire,Y,2021-09-20T08:42:47Z,2021-09-11T16:06:47Z,USFS - Angeles National Forest,,Los Angeles,"Golden State Hwy and Templin Hwy, north of Templin Hwy ",464,100,,,-118.688821,34.569383,Wildfire,d3668f70-4e85-4962-8e8a-a0b8f1465500,https://www.fire.ca.gov/incidents/2021/9/11/route-fire/,2021-09-17T14:00:00Z,2021-09-17,2021-09-11,N,FALSE,FALSE
Hopkins Fire,Y,2021-09-20T17:10:09Z,2021-09-12T14:15:09Z,CAL FIRE Mendocino Unit ,,Mendocino,Hopkins St and North State St. near Calpella in Mendocino County. ,257,100,,"Cooperating Agencies:  Mendocino County Sheriff’s Office, California Highway Patrol, Caltrans, California Conservation Corp, Hopland Fire Department, Ukiah Valley Fire Authority, Redwood Valley-Calpella Fire Department, Redwood Coast Fire Department, Brooktrails Fire Department, Potter Valley Fire Department, Little Lake Valley Fire Department, MedStar Ambulance, California Department of Corrections and Rehabilitation, California National Guard, Brooktrails Fire Department, Laytonville Fire Department  ",-123.202039,39.232362,Wildfire,b7a4e6df-7cef-4920-a585-031324b404f4,https://www.fire.ca.gov/incidents/2021/9/12/hopkins-fire/,2021-09-20T17:09:58Z,2021-09-20,2021-09-12,N,TRUE,FALSE
Fremont Fire,Y,2021-09-23T07:09:47Z,2021-09-22T14:25:00Z,CAL FIRE Sonoma-Lake-Napa Unit,,"Napa, Sonoma","Fremont Drive and Napa Road, Sonoma",116,100,,CAL FIRE Sonoma-Lake-Napa Unit ,-122.416983,38.269863,Wildfire,460ab87e-07e7-4931-8390-bd3fe60677b2,https://www.fire.ca.gov/incidents/2021/9/22/fremont-fire/,2021-09-23T07:09:40Z,2021-09-23,2021-09-22,N,FALSE,FALSE
University Fire,Y,2021-09-23T19:20:54Z,2021-09-22T11:27:08Z,San Bernardino City Fire,,San Bernardino,"I-215 and University Pkwy, San Bernardino",71,100,,San Bernardino City Fire,-117.333215,34.164501,Wildfire,e208c4a4-1477-4bfd-9fcd-c2d10271e617,https://www.fire.ca.gov/incidents/2021/9/22/university-fire/,2021-09-23T19:00:00Z,2021-09-23,2021-09-22,N,FALSE,FALSE
Beckwourth Complex,Y,2021-09-26T08:38:14Z,2021-07-04T09:26:06Z,Plumas National Forest,,Plumas,northeast of Beckwourth,105670,100,"Dotta and Sugar Incidents have been combined into the Beckwourth Complex
•    Dotta 670 acres, 15% contained
•    Sugar 471 acres, 24% contained",Plumas National Forest,-120.3415,39.83203,Wildfire,882f419d-ff9e-4533-b8da-a428ffcfec6e,https://www.fire.ca.gov/incidents/2021/7/4/beckwourth-complex/,2021-09-22T08:37:37Z,2021-09-22,2021-07-04,N,FALSE,FALSE
Fawn Fire,Y,2021-10-02T19:08:38Z,2021-09-22T16:45:00Z,CAL FIRE Shasta-Trinity Unit,,Shasta,"Fawndale Rd and Radcliff Rd, 5 miles northeast of Shasta Lake",8578,100,,"Cooperating Agencies: Shasta County Fire Department, Redding Fire Department, Shasta Lake Fire Protection District, Mountain Gate Fire Protection District, United States Forest Service, Shasta County Sheriff’s Office, California Department of Corrections and Rehabilitation, California Conservation Corps, California National Guard, California Governor’s Office of Emergency Services, American Red Cross, Redding Police Department, California Highway Patrol",-122.320243,40.729811,Wildfire,1052ac46-526c-4ca1-a75c-7e91920ee6cb,https://www.fire.ca.gov/incidents/2021/9/22/fawn-fire/,2021-10-02T18:53:52Z,2021-10-02,2021-09-22,N,FALSE,FALSE
Emigrant Fire,Y,2021-10-07T08:15:18Z,2021-09-17T13:34:00Z,Angeles National Forest ,,Los Angeles,"North Bound I-5 & Vista Del Lago Rd, Pyramid Lake",,,,Angeles National Forest ,-118.760816,34.665169,Wildfire,3d2add8f-fc17-42d2-8cdc-884d40c0912c,https://www.fire.ca.gov/incidents/2021/9/17/emigrant-fire/,,,2021-09-17,N,FALSE,FALSE
Maxwell Fire,Y,2021-10-11T18:35:42Z,2021-10-05T15:34:31Z,CAL FIRE Shasta-Trinity Unit,,Trinity,"Maxwell Creek Rd and Clems Flat, west of Douglas City ",80,100,,,-123.02375,40.649917,Wildfire,ffb98e82-9a8a-44fe-9d91-45ce3db74ef5,https://www.fire.ca.gov/incidents/2021/10/5/maxwell-fire/,2021-10-11T18:35:31Z,2021-10-11,2021-10-05,N,TRUE,FALSE
Kettle Fire,Y,2021-10-12T07:46:37Z,2021-10-11T18:43:59Z,Unified Command CAL FIRE and Kings County Fire,,Kings,"Highway 41 between Interstate 5 and Hwy 33, Southwest of Kettleman City.",447,100,,,-119.960099,35.983649,Wildfire,23a7e559-d8b9-4333-bddc-ccf7cb2e7b3e,https://www.fire.ca.gov/incidents/2021/10/11/kettle-fire/,2021-10-12T07:46:08Z,2021-10-12,2021-10-11,N,TRUE,FALSE
View Fire ,Y,2021-10-12T18:16:20Z,2021-10-11T14:35:42Z,CAL FIRE Tehama-Glen Unit,,Tehama,"View Dr and Digger Pine Rd, Southwest of Cottonwood",24,100,,,-122.436754,40.287225,Wildfire,66eaca2a-9aa7-41cf-a850-88f963cbf723,https://www.fire.ca.gov/incidents/2021/10/11/view-fire/,2021-10-12T16:48:30Z,2021-10-12,2021-10-11,N,TRUE,FALSE
Newell Fire,Y,2021-10-12T18:16:40Z,2021-10-11T20:02:23Z,CAL FIRE Sonoma Lake Napa Unit,,Napa,Newell Drive and Silver Oak Trail. ,132,100,,,-122.241128,38.170366,Wildfire,8622a38c-551f-4ef0-9b25-0d0280ace921,https://www.fire.ca.gov/incidents/2021/10/11/newell-fire/,2021-10-12T18:16:30Z,2021-10-12,2021-10-11,N,TRUE,FALSE
Gravel Fire,Y,2021-10-17T08:52:22Z,2021-10-15T15:15:00Z,USFS - Modoc National Forest,,Modoc,"Highway 395 and Goose Lake, 27 Miles north of Alturas",200,100,,Modoc National Forest,-120.358206,41.862388,Wildfire,55df2f9c-3232-4643-970b-0286a1039507,https://www.fire.ca.gov/incidents/2021/10/15/gravel-fire/,2021-10-16T19:25:23Z,2021-10-16,2021-10-15,N,FALSE,FALSE
Aruba Fire,Y,2021-10-20T08:52:18Z,2021-09-05T15:50:14Z,Unified Command: Cal Fire San Diego County and North County Fire Authority,,San Diego,Southeast of the community of Rainbow,54,100,,,-117.111157,33.380079,Wildfire,257ee7b8-fe14-45ac-ba58-4fae7003f6de,https://www.fire.ca.gov/incidents/2021/9/5/aruba-fire/,2021-09-09T16:46:17Z,2021-09-09,2021-09-05,N,FALSE,FALSE
Estrada Fire,Y,2021-10-20T18:31:21Z,2021-10-15T14:40:39Z,CZU,,Santa Cruz,Hazel Dell Road and Hidden Canyon.  Northwest of Watsonville,148,100,,,-121.752106,37.013464,Wildfire,5f34e7bc-b627-4baf-9e6e-ded2eec3c77a,https://www.fire.ca.gov/incidents/2021/10/15/estrada-fire/,,,2021-10-15,N,TRUE,FALSE
Hollow Fire,Y,2021-10-24T16:38:17Z,2021-10-24T13:40:00Z,,,San Joaquin,"West Corral Hollow Rd and Site 300, 6 miles southwest of Tracy",150,100,,,-121.52692,37.62879,Wildfire,8e7dcc1b-718b-4388-9e20-bef4b9b94385,https://www.fire.ca.gov/incidents/2021/10/24/hollow-fire/,2021-10-24T16:38:08Z,2021-10-24,2021-10-24,N,FALSE,FALSE
Tamarack Fire,Y,2021-10-25T22:16:56Z,2021-07-04T11:57:58Z,Humboldt-Toiyabe National Forest,,Alpine,"Pleasant Valley, Southwest of Markleeville",68637,100,,Humboldt-Toiyabe National Forest,-119.8591887,38.6280042,Wildfire,3a281cd5-4d2b-47a7-89b7-1194e921805a,https://www.fire.ca.gov/incidents/2021/7/4/tamarack-fire/,2021-10-25T22:16:49Z,2021-10-25,2021-07-04,N,FALSE,FALSE
Windy Fire,Y,2021-11-12T12:02:15Z,2021-09-09T12:00:00Z,Sequoia National Forest / Tule River Indian Reservation,,Tulare,"South of Windy Creek, Red Hill Indian Reservation",,,,Sequoia National Forest,-118.625,36.058,Wildfire,cb9d8266-3c5e-4c42-97a8-fdf0fa69a6b1,https://www.fire.ca.gov/incidents/2021/9/9/windy-fire/,2021-11-11T12:02:02Z,2021-11-11,2021-09-09,N,FALSE,FALSE
French Fire,Y,2021-11-12T12:02:39Z,2021-08-18T18:20:00Z,Kern County Fire,,Kern,"Sawmill Rd and NF-25S02, 5 west of Lake Isabella",,,,"Kern County Fire , Sequoia National Forest, Central California District Bureau of Land Management, ",-118.501515,35.674926,Wildfire,11804a96-faa3-4671-b420-6591e4e95f49,https://www.fire.ca.gov/incidents/2021/8/18/french-fire/,2021-10-20T12:02:29Z,2021-10-20,2021-08-18,N,FALSE,FALSE
Alisal Fire,Y,2021-12-03T08:34:52Z,2021-10-11T14:30:12Z,Unified Command Santa Barbara County Fire and Los Padres National Forest,,Santa Barbara,Northwest of Refugio Canyon near Hwy 101 along the Gaviota Coast,16970,100,,"Santa Barbara County Fire, USFS - Los Padres National Forest",-120.136,34.553,Wildfire,de52a8d2-2c0e-4481-8d6c-9e4b7c2b9428,https://www.fire.ca.gov/incidents/2021/10/11/alisal-fire/,2021-11-20T08:34:41Z,2021-11-20,2021-10-11,N,FALSE,FALSE
KNP Complex,Y,2022-01-05T11:08:36Z,2021-09-10T07:00:00Z,Sequoia & Kings Canyon National Parks,,Tulare,Sequoia National Park,,,,Sequoia National Park,-118.811,36.567,Wildfire,48dcd1c3-e791-49d8-9435-1b358027b318,https://www.fire.ca.gov/incidents/2021/9/10/knp-complex/,2021-12-21T10:20:54Z,2021-12-21,2021-09-10,N,FALSE,FALSE
R-1 Fire,Y,2022-01-18T12:55:14Z,2021-06-30T20:49:00Z,Bureau of Land Management - California,,Lassen,"Spanish Springs Peak, southeast of Ravendale in Lassen County.",,100,,Bureau of Land Management - California,-120.24,40.74,Wildfire,187580ca-f6fc-4cbb-bf50-a0e5daa43626,https://www.fire.ca.gov/incidents/2021/6/30/r-1-fire/,,,2021-06-30,N,FALSE,FALSE
Colorado Fire,Y,2022-02-03T11:08:21Z,2022-01-21T17:19:00Z,CAL FIRE San Benito Monterey Unit & Mid Coast Fire,,Monterey,"Palo Colorado Canyon, Big Sur, south of Carmel-by-the-sea",687,100,"<p>Offshore winds are expected along the Big Sur Coastline Wednesday. The fire is in patrol status, with engines in the area should the need arise. Crews continue fire suppression repair. Damage inspection has been completed.</p>","CAL FIRE, CAL OES, Mid Coast Fire Brigade, Big Sur Volunteer Fire Department, Monterey County Regional Fire District, North Monterey County Fire District, Monterey County Sheriff’s Office, California Highway Patrol, and California State Parks",-121.880533,36.396461,Wildfire,f3558310-247c-4913-a08b-68d568abdf4b,https://www.fire.ca.gov/incidents/2022/1/21/colorado-fire/,,,2022-01-21,N,FALSE,FALSE
Emerald Fire ,Y,2022-02-24T11:56:41Z,2022-02-10T04:00:00Z,Orange County Fire Authority ,,Orange,"Hwy 1 and Emerald bay, northwest of Laguna Beach",154,100,,Orange County Fire Authority ,-117.805666,33.558085,Wildfire,83db2882-a7c1-4e62-86f8-c9470e8a0c87,https://www.fire.ca.gov/incidents/2022/2/10/emerald-fire/,,,2022-02-10,N,FALSE,FALSE
Airport Fire,Y,2022-02-26T08:24:33Z,2022-02-16T16:06:41Z,BDU,,Inyo,"Airport Road and East Line Street, east of Bishop ",4136,100,,"Inyo Sheriff, Inyo National Forest Service, Los Angeles Department of Water & Power",-118.371813,37.369355,Wildfire,0261dfa0-f1c5-401b-abf3-91184cd2ac2c,https://www.fire.ca.gov/incidents/2022/2/16/airport-fire/,2022-02-26T08:24:14Z,2022-02-26,2022-02-16,N,FALSE,FALSE
Alpine Fire ,Y,2022-03-06T19:31:46Z,2022-03-01T17:15:00Z,CAL FIRE Sonoma Lake Napa Unit ,,Sonoma,Near Monte Rio,21,100,,,-123.015106,38.46234,Wildfire,ee27ed9e-44fb-4133-a2c9-f16a90fbeb46,https://www.fire.ca.gov/incidents/2022/3/1/alpine-fire/,2022-03-06T19:31:38Z,2022-03-06,2022-03-01,N,TRUE,FALSE
Evergreen Fire ,Y,2022-03-14T19:49:09Z,2022-03-12T13:17:00Z,CAL FIRE Siskiyou ,,Siskiyou,"Evergreen Lane & Hwy 97, northeast of Weed.",12,100,,,-122.3685584,41.4455854,Wildfire,09f9ff54-30ba-48d7-a8f3-9dd6a627fafd,https://www.fire.ca.gov/incidents/2022/3/12/evergreen-fire/,,,2022-03-12,N,TRUE,FALSE
Flanagan Fire ,Y,2022-03-15T16:44:27Z,2022-03-04T10:31:00Z,CAL FIRE Shasta-Trinity Unit ,,Shasta,"Flanagan Road and N Beltline Road, west of Shasta Lake City",88,100,,,-122.4073,40.67671,Wildfire,719127a0-5d9b-42e6-985f-ce3e6a718c0e,https://www.fire.ca.gov/incidents/2022/3/4/flanagan-fire/,,,2022-03-04,N,TRUE,FALSE
Gulch Fire ,Y,2022-03-15T16:44:37Z,2022-03-12T12:46:00Z,CAL FIRE Siskiyou ,,Siskiyou,"Dorris Brownell Road and East Butte Valley Road, southeast of Dorris",113,100,,,-121.9015432,41.9525087,Wildfire,264c5249-6933-4d8f-a270-25462d14a407,https://www.fire.ca.gov/incidents/2022/3/12/gulch-fire/,2022-03-14T11:02:27Z,2022-03-14,2022-03-12,N,TRUE,FALSE
Hollister Fire,Y,2022-03-25T09:09:38Z,2022-03-12T11:35:00Z,Santa Barbra County Fire Department ,,Santa Barbara,"Hollister Ranch Road & Del Norte Road, southwest of Solvang",120,100,,,-120.2770391,34.4687419,Wildfire,d9f40570-e594-457b-bf33-9bb2eec13d50,https://www.fire.ca.gov/incidents/2022/3/12/hollister-fire/,2022-03-17T09:09:35Z,2022-03-17,2022-03-12,N,TRUE,FALSE
Whitlow Fire,Y,2022-03-27T16:17:47Z,2022-03-25T21:23:21Z,CALFIRE Siskiyou Unit,,Siskiyou,"East Bear and Bear Lake Rd, northwest of Pondosa ",10,100,,,-121.692093,41.234712,Wildfire,55b09ba6-f06c-41fa-b940-2438100bb452,https://www.fire.ca.gov/incidents/2022/3/25/whitlow-fire/,2022-03-27T16:17:07Z,2022-03-27,2022-03-25,N,TRUE,FALSE
Jim Fire ,Y,2022-04-06T11:56:57Z,2022-03-02T11:06:00Z,Cleveland National Forest ,,Orange,"Holy Jim Canyon & Trabuco Creek Road, northeast of Rancho Santa Margarita",,,,,-117.5181037,33.6769121,Wildfire,e4391d31-46b5-49ad-b4d5-4a934b73d08b,https://www.fire.ca.gov/incidents/2022/3/2/jim-fire/,2022-03-30T11:56:16Z,2022-03-30,2022-03-02,N,FALSE,FALSE
